Read_fragtion	Genomospecies	MG_1T016	MG_1T034	MG_1T039	MG_1T055	MG_1T072	MG_1T078	MG_1T091	MG_2T009	MG_2T010	MG_2T016	MG_2T048	MG_2T066	MG_2T078	MG_2T084	MG_3T000
5	gsp004	0.992852118275048	0.994657693962055	0.994964972812806	0.994331619795837	0.994845482787093	0.994880691873121	0.994382514786903	0.992444564714756	0.992476647591695	0.992574903915648	0.989999986096303	0.990623313944935	0.99187445794565	0.991688935793618	0.992251722220334
10	gsp004	0.992602582331684	0.99450348795612	0.994686234474951	0.994435302990539	0.994841063901813	0.994877627025873	0.994256594709732	0.992282766132732	0.992213945232893	0.992400344594709	0.990774018666382	0.99069983952043	0.991712575415693	0.991869832441094	0.992231335183557
20	gsp004	0.992607352878034	0.994525120409297	0.99501920266422	0.994279729407427	0.994855435637575	0.994858905765654	0.994304742469251	0.992516853299007	0.992027535964407	0.992571716625812	0.990493877328382	0.99073228595494	0.991815223665125	0.991956201093266	0.992110211187682
30	gsp004	0.992698822660816	0.994550124741517	0.994886388682027	0.994240192298134	0.994857520672485	0.994851471521341	0.994233161852815	0.992384820372878	0.992204739259408	0.992374000519303	0.99041844181825	0.990712769498128	0.991715139088465	0.991854812804847	0.992185880972062
40	gsp004	0.992707233652603	0.994518192947412	0.994718757351142	0.994260711423476	0.99484231851727	0.994840486519091	0.994208181622302	0.992304715813911	0.992166031441609	0.992355052534042	0.990270792534255	0.990540646144653	0.991755428302653	0.991919010737891	0.992129540828523
50	gsp004	0.992790228156429	0.994587032441015	0.9948591781649	0.994309056161974	0.994845873558268	0.994860583054108	0.994173229369011	0.992420446078479	0.992208406887968	0.992436872291671	0.990420331762818	0.99054573705896	0.991676048608362	0.991913534396728	0.992176271513605
60	gsp004	0.992769185678253	0.994569761663929	0.994805120956107	0.994292444642431	0.994851151930248	0.994868853682252	0.994217374226813	0.99242849819626	0.992172390643118	0.992449715385729	0.990490345424462	0.990520631005814	0.99170345998902	0.991898910843906	0.992089147829285
70	gsp004	0.992688949316514	0.99462538750194	0.994870552582706	0.994278695249712	0.994847585320528	0.994861322487375	0.994260021258267	0.992420625276374	0.992195979513805	0.992430480075459	0.990467142486077	0.99050883756184	0.991705237153653	0.99194315873345	0.992155122480926
80	gsp004	0.992728022646442	0.994579505320703	0.994837231358435	0.994277358701421	0.99485607983096	0.994863044267013	0.994195124936809	0.992368349523352	0.992170475756553	0.992431146425348	0.990420136148368	0.990545256173905	0.991675770830352	0.99196020854423	0.992213961894333
90	gsp004	0.992761839776232	0.994572318607926	0.994829161314961	0.994276440741285	0.994856520325937	0.99486586697579	0.994204084738473	0.992381339868142	0.992176759420203	0.992400501931791	0.990407798963544	0.990579070927953	0.991687711917859	0.991936548511341	0.992219703485737
100	gsp004	0.992721472349068	0.994596668323694	0.99485649136042	0.994280053209777	0.994854861393312	0.994865155331379	0.994220503117987	0.992385703825893	0.992162532951589	0.992411393884017	0.990405877185471	0.990562525612212	0.991683301631067	0.991936257630918	0.992167694288966
1	gsp005	0.993232168401952	0	0.99359484048441	0	0.996340941028769	0.996314123131278	0.996791448168511	0.993708987089456	0.993402150811239	0.993841113765125	0	0	0	0.994361895131052	0.9929425595341
5	gsp005	0.993624584607128	0.993641111813366	0.994650480593947	0.994311554760982	0.996341586325888	0.996383731833431	0.996294336978078	0.99338278335296	0.993360052475328	0.993453681409741	0.993678852997596	0.99461489698907	0.99481123957127	0.994787533597301	0.993597914312572
10	gsp005	0.993739846319968	0.993753328187904	0.994344394828456	0.9941085628524	0.996212038905313	0.996432277399068	0.996389367658038	0.993423887991186	0.993518386739799	0.993537109511177	0.993981628581326	0.994591819167722	0.994642008380774	0.994835650287724	0.993704124680663
20	gsp005	0.99359670362286	0.993746426370381	0.994297234433729	0.994528974497679	0.996131078345095	0.996408080883646	0.996651809061706	0.993486470007933	0.993496610523407	0.993644945802934	0.994151838395117	0.99456295293862	0.994686792860034	0.994843753822807	0.993456943323503
30	gsp005	0.993699540931308	0.993635894424659	0.994289278710376	0.994384655609607	0.996223079228418	0.996388455874326	0.996422962193863	0.993575319830043	0.993465039784355	0.993658365402041	0.993885180360781	0.994633285420361	0.994742240624594	0.99470140899944	0.99354658332763
40	gsp005	0.993741469836794	0.993672535875649	0.994272164432364	0.994580646562443	0.996189715714316	0.996425750385002	0.996520431448049	0.993540028708945	0.993466320395664	0.99357187237752	0.993857896314168	0.994563135870763	0.994701740868244	0.994772326107861	0.99352128516806
50	gsp005	0.993697668929688	0.993536548940635	0.994367524278928	0.994392577694957	0.996202298609503	0.996412801357322	0.996531134228548	0.993526327821649	0.993453672251864	0.993638742589583	0.993876340193841	0.994567224171477	0.994705599505102	0.994738922843636	0.993523984999586
60	gsp005	0.993709312314518	0.993721058773541	0.99429747345238	0.994461534978997	0.996202006035967	0.996402866849362	0.996504641116299	0.993534850689943	0.993493039876468	0.993605036449965	0.99382446897649	0.994576331695084	0.994617078997499	0.994651903284365	0.993533848648075
70	gsp005	0.993691389108881	0.993698991940834	0.994353036355997	0.994464043153265	0.99619800541589	0.996396577658314	0.996483317447184	0.993545175139379	0.993467769344336	0.993616479027198	0.99378668896504	0.994594093294846	0.994680786210748	0.994742299632052	0.993531050911068
80	gsp005	0.993736326065973	0.993694634690973	0.994334782952206	0.994450082874282	0.99620600466098	0.996393177097986	0.996510388313531	0.993547469575841	0.993456026008267	0.993595258856726	0.993807558516448	0.994594311431352	0.994699446818215	0.994685687241486	0.993508915220015
90	gsp005	0.993715399119749	0.993704328123327	0.994333841964005	0.99447662296948	0.996198684573662	0.996397469263437	0.996509671773276	0.993532331953917	0.993473015908367	0.993619689235916	0.993838353259383	0.994577050874647	0.994685043311261	0.994683912919845	0.993522422535963
100	gsp005	0.993721276158502	0.993690346102332	0.994321916802244	0.994494742484296	0.996197019080755	0.996394283888104	0.996509556162366	0.993529431205479	0.99347919145018	0.99361030537816	0.99382571972119	0.99459641809431	0.994679157297076	0.994687436457925	0.993519738762321
1	gsp006	0	0	0	0	0.989076822284919	0.989013007439662	0.992219369937164	0	0	0	0	0.986971605597384	0.986600341827859	0.986907812628225	0.987017387851058
5	gsp006	0.98623203158197	0	0	0.986344892812088	0.989210536186414	0.989441657555611	0.992028343779404	0.986095829747271	0.986576634496182	0.986536910426998	0.986810138372549	0.986972867718146	0.986722873628443	0.98680572505769	0.986265120433986
10	gsp006	0.986718642784812	0.987129269254737	0.986094682849842	0.9866204344389	0.989084263705508	0.989316227214903	0.99205103147951	0.986519814468857	0.986426766458903	0.986479977543617	0.987053841344375	0.987061701411091	0.986830437517925	0.986798494823063	0.986200099555896
20	gsp006	0.986793868528225	0.987201466310179	0.987127731593259	0.986332691756424	0.989092367478716	0.989291439690903	0.992135448066977	0.98626379923731	0.986244093118386	0.986372608579578	0.986955373331751	0.987044118485387	0.986829982800985	0.986785117706204	0.986549310292152
30	gsp006	0.986411532938881	0.986095296688165	0.986918336705018	0.986513626520442	0.989142179061878	0.989344868009602	0.992120996654668	0.986294969824334	0.98629840595363	0.986517039358782	0.986893979952393	0.987024164513732	0.98684077764029	0.986772937680664	0.986365105135896
40	gsp006	0.986577618014118	0.987092897757981	0.986728237657557	0.986404374692777	0.989203683141088	0.989249591966366	0.99210018989577	0.986343862251604	0.986353783755702	0.986530434110826	0.986918847771148	0.98703471004752	0.98681218150035	0.986799035154056	0.986426368279423
50	gsp006	0.986512890802032	0.987253052991274	0.98707769170303	0.986498963343427	0.989146818199759	0.989331771543894	0.992099574243112	0.986428139832622	0.98623193077981	0.986439875419322	0.986875181577038	0.987025658691902	0.986814914112747	0.986773768919868	0.986441888667408
60	gsp006	0.986632386055819	0.987278622149894	0.986844540113904	0.986461982571148	0.989142269782357	0.989317382811166	0.992101006941012	0.98634540736604	0.986337897951273	0.986436596477966	0.986893011691731	0.987027579056357	0.986817018839696	0.986767236173792	0.986419516589693
70	gsp006	0.986598396849127	0.986794287059147	0.987000277131721	0.98640508207149	0.98912276124062	0.989355906563005	0.992091110871418	0.986313652521286	0.986292954045019	0.986455221832567	0.986923091972506	0.987023219560101	0.98680924847578	0.986766080026496	0.986449850217832
80	gsp006	0.986474720421977	0.987098131384519	0.986977053564717	0.986422190855068	0.989147986056106	0.989346263346101	0.992094133631691	0.986306753782105	0.986270688526615	0.986445022984321	0.986934835226153	0.987032083654033	0.986815949797715	0.986781743431637	0.986408720008938
90	gsp006	0.986534006965664	0.987097098617313	0.986964347334963	0.986434178292804	0.989144529910683	0.989332512650102	0.992106813991266	0.9862745087359	0.986310348762244	0.98639893555977	0.986919469856733	0.987026874065712	0.986812543981389	0.986780220365627	0.986445280157094
100	gsp006	0.986527301021076	0.987117427182346	0.986948549816013	0.98644017086422	0.989142248887359	0.989335365252965	0.992100493033721	0.98630856493918	0.986309235328803	0.986443454792455	0.986931790159119	0.987024402713	0.986809916114286	0.986784264493724	0.986437929590567
1	gsp007	0.983410577794355	0	0	0	0.973843399359601	0.975129893075198	0	0.988025840958498	0.987854054938524	0.987791858167486	0.985767592242152	0.983745293353979	0.984496054116905	0.985442211572144	0.987628629161144
5	gsp007	0.984300363589853	0.980399094148755	0	0.982448870051524	0.974570336789796	0.974214050749808	0.973618466344245	0.987740955118201	0.987739936033621	0.988068682754838	0.985689719307532	0.983957527774707	0.984614250469653	0.98517682065542	0.987350464658875
10	gsp007	0.984356479239247	0.981431720384847	0.980715817465119	0.982193473031567	0.974368584604364	0.974511376219557	0.974169263127412	0.987833226473461	0.98771660261737	0.988163396361894	0.985623605651515	0.983944809989514	0.984601593554887	0.985221666232691	0.987297766902029
20	gsp007	0.984288383369418	0.980973637144936	0.981714327208612	0.982947847256177	0.974909889944285	0.974600495474538	0.972758128068305	0.987880831147821	0.987731538945443	0.988061946264573	0.985657008430329	0.983916321469387	0.984566323424428	0.985158934436916	0.987263836582473
30	gsp007	0.98422378657436	0.981283381824846	0.981465402549294	0.982897813906927	0.975514528743749	0.974689728275181	0.973548543491172	0.98787164606813	0.987729326076888	0.988069082195313	0.98564247569678	0.98398073971199	0.984583881665565	0.985168407701272	0.987258551400531
40	gsp007	0.984276735897995	0.980980846780023	0.981422387789584	0.982985472200186	0.974923009443954	0.975150092625806	0.972993872845181	0.987893088393938	0.987714416562182	0.988049925455975	0.985627359983765	0.98395089395349	0.984544496568684	0.985155988163479	0.987274373986754
50	gsp007	0.984274950117426	0.981090965358785	0.981496725494814	0.982980239938	0.975606016601244	0.975404484616617	0.97297414164803	0.987894942554419	0.987701773099173	0.988081345543886	0.985601497540372	0.98395070757129	0.984573270326085	0.985156798472695	0.98727128996422
60	gsp007	0.984241831586635	0.981162630762857	0.981541273950838	0.983056806732016	0.976106255042553	0.975658873009248	0.973199568254553	0.987891321205802	0.987728294864939	0.988080928683367	0.985613807538072	0.983919487698913	0.984542021631111	0.985160838918637	0.987289332798243
70	gsp007	0.98422920692597	0.981164963100401	0.981689048084789	0.982995693083863	0.975878885606377	0.975606118330231	0.973049159980532	0.98790442800839	0.987723663431008	0.988069325409272	0.985634652607174	0.983926932634018	0.984554860034002	0.985154672935292	0.987281552096396
80	gsp007	0.984263924121299	0.981037717960471	0.981544245900194	0.982967579047459	0.975690409299091	0.975596294462899	0.972841614613557	0.987906808631529	0.98771945864396	0.988079935095959	0.985654393548634	0.983936042509972	0.984554219030217	0.985158571979818	0.987275508165417
90	gsp007	0.984266395603089	0.981068732436368	0.981519215873796	0.983006857057162	0.975887903987463	0.975860160324106	0.973290736046619	0.987906228593442	0.987707473949755	0.98807552508461	0.985624868904098	0.983931169340916	0.984553486319875	0.985156954063988	0.987270337283732
100	gsp007	0.984253495425442	0.98113008055248	0.981540036136239	0.982982321140871	0.976008252960885	0.975880133424374	0.973117375318268	0.987905156555544	0.98771609040648	0.988072566083105	0.98562650826861	0.983933045166279	0.984555069549792	0.985159184427651	0.987269209653639
1	gsp008	0.991232018037076	0.992108542116809	0.991231760379671	0.990302465730622	0.989474523787011	0.989731010738326	0.990893435851888	0.99139807171633	0.991251112103097	0.991287561535812	0.991796117947102	0.992305603212544	0.992284851834234	0.992882741172916	0.991303411017416
5	gsp008	0.991371585461939	0.992548115293552	0.991501738242162	0.990354932496922	0.989455771501226	0.989781910112477	0.990944809561634	0.991367438072694	0.991175331241176	0.9912454015241	0.992393353137357	0.992294412086026	0.992173170310808	0.992215565798454	0.99136753875374
10	gsp008	0.991385392146025	0.992388100022924	0.991492774686352	0.990396452190432	0.989556422297708	0.98974611325355	0.990975528326218	0.991402115765182	0.991199374307671	0.991247739622924	0.992249712225518	0.992520081756019	0.992258194227099	0.992171760593246	0.991391869897717
20	gsp008	0.991402404495573	0.992476348141234	0.991416326163888	0.990306120607105	0.989533911930029	0.98975065689364	0.990976533094082	0.991289106836527	0.991177193838878	0.991284925069704	0.992161642141982	0.992461210932436	0.992225835518464	0.992181277718399	0.991339845758069
30	gsp008	0.991381494017923	0.992469999226205	0.991433828631097	0.990394093825469	0.989547445815797	0.989739314243338	0.990954498132914	0.991316887206123	0.991192348126693	0.991245304695246	0.992212664760431	0.992462981234588	0.992207307186907	0.992163092771182	0.99134495795719
40	gsp008	0.991361707895873	0.992436213220664	0.991386440976025	0.990401732086486	0.989562116070654	0.989732838192833	0.990972668697388	0.991338087749498	0.991198370736427	0.991225312909508	0.992104849847086	0.992460944563709	0.992237050208131	0.992157385222304	0.991334218700392
50	gsp008	0.991392063783127	0.992442297224308	0.99139249358234	0.990341378375443	0.989555626579834	0.989727462954333	0.990953277717592	0.991323271630107	0.99119571861226	0.991239729558246	0.992136419491917	0.992475228345911	0.992172864960424	0.992180759452758	0.99136240082135
60	gsp008	0.991390972113892	0.992474235922734	0.991380615016617	0.990404850691724	0.989566312204563	0.989730295371977	0.990962251164931	0.991309795824012	0.991195874585772	0.99125970946511	0.992237430180652	0.992449011068535	0.992217566970636	0.992182141972815	0.991339906182441
70	gsp008	0.991384295893224	0.992459660948988	0.991397512739467	0.990386436933402	0.989565762243397	0.989735173754646	0.990965369467538	0.991324876729222	0.991199459799465	0.991270529879336	0.992169685989038	0.992484730002093	0.992214458319366	0.992195008446723	0.991329730070602
80	gsp008	0.991393050251438	0.992465449200202	0.991391478541243	0.990382404402221	0.989563581660057	0.989726865268441	0.990964747461118	0.991331954283516	0.991196880721517	0.991252347208869	0.992236789166316	0.992434530992893	0.992207492087282	0.992174734707074	0.991346617546206
90	gsp008	0.99138897934781	0.992458762095636	0.991403195820797	0.990388718655999	0.989558926463432	0.989734105003988	0.990962417984947	0.991328989676251	0.991197761817343	0.991255958980636	0.992177153092573	0.992443186037539	0.992205938500477	0.99218118283777	0.991344792788561
100	gsp008	0.991384939714349	0.992473550765485	0.991405379660175	0.990385304560621	0.989563386615609	0.989730120203246	0.990961889215285	0.991324599380807	0.991198717918975	0.991258167761001	0.992200117877692	0.992450133252275	0.992206577723877	0.992177734188152	0.991345836320431
1	gsp009	0.99006081896281	0	0	0	0.991553975155448	0.990977572490097	0.990926116301823	0.990219860866556	0.989744804791001	0.990535725407021	0.992811031569502	0.991870660797346	0.991707338142249	0.991490073385247	0.990222830048372
5	gsp009	0.990672817957886	0.991614716131318	0.991954578603029	0.990796253087418	0.991019454666603	0.990656767746336	0.990617011151079	0.989761102232975	0.990179018266533	0.990822554360783	0.991108210476365	0.991590526189205	0.991448032854257	0.991003473677682	0.9904062175023
10	gsp009	0.990391976855906	0.991466836236578	0.990633962476601	0.990843105741817	0.990473851961884	0.990023142058646	0.989984000997294	0.990936359261661	0.990517537705869	0.990302884787325	0.991123689177473	0.991577155819187	0.99135724697007	0.991283503631484	0.990442153583211
20	gsp009	0.99092848874395	0.991258414865956	0.991515404236802	0.99055418369483	0.990359765692543	0.99043195672943	0.989884474429992	0.990832014455118	0.990487845227126	0.990768620616006	0.99129256403055	0.991692524689064	0.991251267778091	0.991338197665512	0.990554759549223
30	gsp009	0.991204623415737	0.991393961481092	0.990774679145834	0.990593266012485	0.99023358031897	0.989997368897913	0.989850667394699	0.990621238716804	0.990384924385071	0.990637482910204	0.991357469250761	0.991682977711521	0.991233073859457	0.991319034063145	0.990392968243646
40	gsp009	0.990926133737502	0.991060688903473	0.990425835120866	0.99038829538727	0.990131708445352	0.989923886101632	0.989933392838743	0.99058278756447	0.990433729038722	0.990631998235126	0.991238467811214	0.991683569146913	0.9912745319298	0.991181491627165	0.990594678264723
50	gsp009	0.990950765873105	0.991265068874803	0.990869176302643	0.99000239152595	0.990095304750689	0.990052725379964	0.989743276580561	0.990701065383058	0.990601413624779	0.990641272071806	0.991249210893965	0.991673452493237	0.99114179706392	0.991291791206028	0.990315007272734
60	gsp009	0.990774156628305	0.991250375223947	0.990863170209882	0.990221799590494	0.990111296659233	0.989911031581954	0.989946343119814	0.990594674215584	0.990359030824573	0.990751224715698	0.991214965854814	0.991697672051194	0.99121955432377	0.991247458067122	0.99046272210134
70	gsp009	0.990840472135017	0.990970922366168	0.990454074812562	0.990177793799527	0.990019817797955	0.989903591746835	0.989845435841997	0.990626637216093	0.990332415183642	0.990617994388979	0.991286378719152	0.991704867244948	0.991281488327152	0.991257957950203	0.990412292333218
80	gsp009	0.990806981868275	0.991045704623114	0.990462281893135	0.99035567827191	0.989907622621054	0.989980770882175	0.989883692329225	0.990741556653535	0.990371071419552	0.990611227856885	0.991177830158702	0.991699305519474	0.991223080161272	0.991291484363863	0.990452121514013
90	gsp009	0.9907494549146	0.991004161745379	0.990668298896668	0.990163346232474	0.990037653566203	0.989864244553772	0.989865724801698	0.990701839695905	0.990278854676299	0.990684688289109	0.991209861769167	0.991694503779878	0.991199719993751	0.991287135257011	0.990494139407331
100	gsp009	0.990834253507729	0.991048830863663	0.99058910056663	0.990186446218183	0.989919953034242	0.989930785669578	0.989848319208955	0.990619784365901	0.990319594226893	0.990674256502742	0.991217171007883	0.991685470286275	0.991207902269782	0.991286803122405	0.990388599772421
